Item.java,fr.inria.stamp.tavern.Item,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,15,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Item.java,fr.inria.stamp.tavern.Item,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,16,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Item.java,fr.inria.stamp.tavern.Item,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,toString,21,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,<init>,18,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,17,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,18,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,buyItem,31,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,buyItem,30,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,buyItem,32,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,buyItem,31,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getGold,22,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,giveGold,26,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,giveGold,26,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,giveGold,26,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,toString,38,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,toString,38,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,toString,38,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,toString,38,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,toString,38,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,toString,38,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,toString,38,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,toString,38,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,toString,38,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,toString,38,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,toString,38,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,toString,38,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,toString,38,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Player.java,fr.inria.stamp.tavern.Player,org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,toString,38,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Seller.java,fr.inria.stamp.tavern.Seller,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,17,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Seller.java,fr.inria.stamp.tavern.Seller,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,18,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Seller.java,fr.inria.stamp.tavern.Seller,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,sellItem,23,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Seller.java,fr.inria.stamp.tavern.Seller,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,sellItem,23,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Seller.java,fr.inria.stamp.tavern.Seller,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,sellItem,23,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
Seller.java,fr.inria.stamp.tavern.Seller,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,sellItem,33,KILLED,fr.inria.stamp.MainTest.test(fr.inria.stamp.MainTest)
